player_id,Name,Sex,Team,NOC,Year,Season,City,Sport,Event,Medal
235325,Nacanieli Takayawa-qerawaqa,M,Fiji,FIJ,1996,Summer,Atlanta,Judo,Judo Men's Half-Heavyweight,No medal
235326,Nacanieli Takayawa-qerawaqa,M,Fiji,FIJ,2000,Summer,Sydney,Judo,Judo Men's Heavyweight,No medal
235328,Taeko (sogabe-),F,Japan,JPN,2000,Summer,Sydney,Shooting,Shooting Women's Trap,No medal
235329,Taeko (sogabe-),F,Japan,JPN,2004,Summer,Athina,Shooting,Shooting Women's Trap,No medal
235330,Takaji Takebayashi,M,Japan,JPN,1928,Summer,Amsterdam,Swimming,"Swimming Men's 1,500 metres Freestyle",No medal
235331,Takaji Takebayashi,M,Japan,JPN,1932,Summer,Los Angeles,Water Polo,Water Polo Men's Water Polo,No medal
235332,Osamu Takechi,M,Japan,JPN,1936,Summer,Berlin,Hockey,Hockey Men's Hockey,No medal
235333,Daisaku Takeda,M,Japan,JPN,1996,Summer,Atlanta,Rowing,Rowing Men's Single Sculls,No medal
235334,Daisaku Takeda,M,Japan,JPN,2000,Summer,Sydney,Rowing,Rowing Men's Lightweight Double Sculls,No medal
235335,Daisaku Takeda,M,Japan,JPN,2004,Summer,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
235336,Daisaku Takeda,M,Japan,JPN,2008,Summer,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,No medal
235337,Daisaku Takeda,M,Japan,JPN,2012,Summer,London,Rowing,Rowing Men's Lightweight Double Sculls,No medal
235340,Miho Takeda,F,Japan,JPN,1996,Summer,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
235341,Miho Takeda,F,Japan,JPN,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Duet,Silver
235342,Miho Takeda,F,Japan,JPN,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
235343,Miho Takeda,F,Japan,JPN,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Duet,Silver
235344,Miho Takeda,F,Japan,JPN,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
235347,Reiko Takeda,F,Japan,JPN,2012,Summer,London,Equestrianism,"Equestrianism Mixed Jumping, Individual",No medal
235348,Reiko Takeda,F,Japan,JPN,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Individual",No medal
235349,Reiko Takeda,F,Japan,JPN,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",No medal
235350,Sachihiko Takeda,M,Japan,JPN,1960,Summer,Roma,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",No medal
235351,Satoshi Takeda,M,Japan,JPN,1988,Summer,Seoul,Swimming,Swimming Men's 200 metres Butterfly,No medal
235352,Satoshi Takeda,M,Japan,JPN,1988,Summer,Seoul,Swimming,Swimming Men's 200 metres Individual Medley,No medal
235353,Shintaro Takeda,M,Japan,JPN,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
235358,Tsunekazu Takeda,M,Japan,JPN,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Jumping, Individual",No medal
235359,Tsunekazu Takeda,M,Japan,JPN,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Jumping, Team",No medal
235360,Tsunekazu Takeda,M,Japan,JPN,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Jumping, Individual",No medal
235361,Tsunekazu Takeda,M,Japan,JPN,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Jumping, Team",No medal
235362,Yasuhiko Takeda,M,Japan,JPN,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Eights,No medal
235363,Yoshitaka Takeda,M,Japan,JPN,1932,Summer,Los Angeles,Gymnastics,Gymnastics Men's Individual All-Around,No medal
235364,Yoshitaka Takeda,M,Japan,JPN,1932,Summer,Los Angeles,Gymnastics,Gymnastics Men's Team All-Around,No medal
235365,Yoshitaka Takeda,M,Japan,JPN,1932,Summer,Los Angeles,Gymnastics,Gymnastics Men's Floor Exercise,No medal
235366,Yoshitaka Takeda,M,Japan,JPN,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Individual All-Around,No medal
235367,Yoshitaka Takeda,M,Japan,JPN,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Team All-Around,No medal
235368,Yoshitaka Takeda,M,Japan,JPN,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Floor Exercise,No medal
235369,Yoshitaka Takeda,M,Japan,JPN,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horse Vault,No medal
235370,Yoshitaka Takeda,M,Japan,JPN,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Parallel Bars,No medal
235371,Yoshitaka Takeda,M,Japan,JPN,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horizontal Bar,No medal
235372,Yoshitaka Takeda,M,Japan,JPN,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Rings,No medal
235373,Yoshitaka Takeda,M,Japan,JPN,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Pommelled Horse,No medal
235377,Koji Takei,M,Japan,JPN,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,No medal
235378,Naoya Takei,M,Japan,JPN,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
235379,Masao Takemoto,M,Japan,JPN,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Individual All-Around,No medal
235380,Masao Takemoto,M,Japan,JPN,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Team All-Around,No medal
235381,Masao Takemoto,M,Japan,JPN,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Floor Exercise,No medal
235382,Masao Takemoto,M,Japan,JPN,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Horse Vault,Silver
235383,Masao Takemoto,M,Japan,JPN,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Parallel Bars,No medal
235384,Masao Takemoto,M,Japan,JPN,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Horizontal Bar,No medal
235385,Masao Takemoto,M,Japan,JPN,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Rings,No medal
235386,Masao Takemoto,M,Japan,JPN,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Pommelled Horse,No medal
235387,Masao Takemoto,M,Japan,JPN,1956,Summer,Melbourne,Gymnastics,Gymnastics Men's Individual All-Around,No medal
235388,Masao Takemoto,M,Japan,JPN,1956,Summer,Melbourne,Gymnastics,Gymnastics Men's Team All-Around,Silver
235389,Masao Takemoto,M,Japan,JPN,1956,Summer,Melbourne,Gymnastics,Gymnastics Men's Floor Exercise,No medal
235390,Masao Takemoto,M,Japan,JPN,1956,Summer,Melbourne,Gymnastics,Gymnastics Men's Horse Vault,No medal
235391,Masao Takemoto,M,Japan,JPN,1956,Summer,Melbourne,Gymnastics,Gymnastics Men's Parallel Bars,Bronze
235392,Masao Takemoto,M,Japan,JPN,1956,Summer,Melbourne,Gymnastics,Gymnastics Men's Horizontal Bar,Bronze
235393,Masao Takemoto,M,Japan,JPN,1956,Summer,Melbourne,Gymnastics,Gymnastics Men's Rings,Bronze
235394,Masao Takemoto,M,Japan,JPN,1956,Summer,Melbourne,Gymnastics,Gymnastics Men's Pommelled Horse,No medal
235395,Masao Takemoto,M,Japan,JPN,1960,Summer,Roma,Gymnastics,Gymnastics Men's Individual All-Around,No medal
235396,Masao Takemoto,M,Japan,JPN,1960,Summer,Roma,Gymnastics,Gymnastics Men's Team All-Around,Gold
235397,Masao Takemoto,M,Japan,JPN,1960,Summer,Roma,Gymnastics,Gymnastics Men's Floor Exercise,No medal
235398,Masao Takemoto,M,Japan,JPN,1960,Summer,Roma,Gymnastics,Gymnastics Men's Horse Vault,No medal
235399,Masao Takemoto,M,Japan,JPN,1960,Summer,Roma,Gymnastics,Gymnastics Men's Parallel Bars,No medal
235400,Masao Takemoto,M,Japan,JPN,1960,Summer,Roma,Gymnastics,Gymnastics Men's Horizontal Bar,Silver
235401,Masao Takemoto,M,Japan,JPN,1960,Summer,Roma,Gymnastics,Gymnastics Men's Rings,No medal
235402,Masao Takemoto,M,Japan,JPN,1960,Summer,Roma,Gymnastics,Gymnastics Men's Pommelled Horse,No medal
235403,Yukari Takemoto,F,Japan,JPN,1968,Summer,Mexico City,Swimming,Swimming Women's 100 metres Breaststroke,No medal
235404,Yukari Takemoto,F,Japan,JPN,1968,Summer,Mexico City,Swimming,Swimming Women's 200 metres Breaststroke,No medal
235405,Yukari Takemoto,F,Japan,JPN,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,No medal
235406,Yukari Takemoto,F,Japan,JPN,1972,Summer,Munich,Swimming,Swimming Women's 200 metres Individual Medley,No medal
235407,Yukari Takemoto,F,Japan,JPN,1972,Summer,Munich,Swimming,Swimming Women's 400 metres Individual Medley,No medal
235408,Rei Takemura,F,Japan,JPN,1936,Summer,Berlin,Swimming,Swimming Women's 100 metres Freestyle,No medal
235409,Rei Takemura,F,Japan,JPN,1936,Summer,Berlin,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,No medal
235413,Miho Takenaka,F,Japan,JPN,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Individual All-Around,No medal
235414,Miho Takenaka,F,Japan,JPN,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Floor Exercise,No medal
235415,Miho Takenaka,F,Japan,JPN,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Horse Vault,No medal
235416,Miho Takenaka,F,Japan,JPN,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Uneven Bars,No medal
235417,Miho Takenaka,F,Japan,JPN,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Balance Beam,No medal
235418,Shoichiro Takenaka,M,Japan,JPN,1932,Summer,Los Angeles,Athletics,"Athletics Men's 5,000 metres",No medal
235419,Shoichiro Takenaka,M,Japan,JPN,1932,Summer,Los Angeles,Athletics,"Athletics Men's 10,000 metres",No medal
235420,Yoshie (-egusa),F,Japan,JPN,2004,Summer,Athina,Volleyball,Volleyball Women's Volleyball,No medal
235421,Yoshie (-egusa),F,Japan,JPN,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,No medal
235422,Yoshie (-egusa),F,Japan,JPN,2012,Summer,London,Volleyball,Volleyball Women's Volleyball,Bronze
235423,Yurika Takeshita,F,Japan,JPN,2008,Summer,Beijing,Canoeing,"Canoeing Women's Kayak Singles, Slalom",No medal
235425,Akira Takeuchi,M,Japan,JPN,1972,Summer,Munich,Athletics,"Athletics Men's 3,000 metres Steeplechase",No medal
235426,Aya Takeuchi,F,Japan,JPN,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,No medal
235428,Kazuya Takeuchi,M,Japan,JPN,1964,Summer,Tokyo,Water Polo,Water Polo Men's Water Polo,No medal
235429,Kazuya Takeuchi,M,Japan,JPN,1968,Summer,Mexico City,Water Polo,Water Polo Men's Water Polo,No medal
235430,Masatomo Takeuchi,M,Japan,JPN,1976,Summer,Montreal,Weightlifting,Weightlifting Men's Flyweight,No medal
235437,Teizo Takeuchi,M,Japan,JPN,1936,Summer,Berlin,Football,Football Men's Football,No medal
235443,Toshiya Takeuchi,M,Japan,JPN,1952,Summer,Helsinki,Rowing,Rowing Men's Coxed Fours,No medal
235444,Yoshie Takeuchi,F,Japan,JPN,1964,Summer,Tokyo,Fencing,"Fencing Women's Foil, Individual",No medal
235445,Yoshie Takeuchi,F,Japan,JPN,1964,Summer,Tokyo,Fencing,"Fencing Women's Foil, Team",No medal
235455,Kenji Takeya,M,Japan,JPN,2004,Summer,Athina,Cycling,"Cycling Men's Mountainbike, Cross-Country",No medal
235456,Mikiko Takeya,F,Japan,JPN,2004,Summer,Athina,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",No medal
235457,Mikiko Takeya,F,Japan,JPN,2008,Summer,Beijing,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",No medal
235458,Mikiko Takeya,F,Japan,JPN,2008,Summer,Beijing,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",No medal
235460,Kensuke Takezawa,M,Japan,JPN,2008,Summer,Beijing,Athletics,"Athletics Men's 5,000 metres",No medal
235461,Kensuke Takezawa,M,Japan,JPN,2008,Summer,Beijing,Athletics,"Athletics Men's 10,000 metres",No medal
235462,Bajrang Takhar,M,India,IND,2008,Summer,Beijing,Rowing,Rowing Men's Single Sculls,No medal
235463,Gholam Takhti,M,Iran,IRI,1952,Summer,Helsinki,Wrestling,"Wrestling Men's Middleweight, Freestyle",Silver
235464,Gholam Takhti,M,Iran,IRI,1956,Summer,Melbourne,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Gold
235465,Gholam Takhti,M,Iran,IRI,1960,Summer,Roma,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Silver
235466,Gholam Takhti,M,Iran,IRI,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",No medal
235467,Zaur Takhushev,M,Russia,RUS,2004,Summer,Athina,Weightlifting,Weightlifting Men's Light-Heavyweight,No medal
235468,Kazuo Takikawa,M,Japan,JPN,1988,Summer,Seoul,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",No medal
235469,Makoto Takimoto,M,Japan,JPN,2000,Summer,Sydney,Judo,Judo Men's Half-Middleweight,Gold
235475,Kuniaki Takizaki,M,Cambodia,CAM,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,No medal
235480,Kenji Takizawa,M,Japan,JPN,1964,Summer,Tokyo,Hockey,Hockey Men's Hockey,No medal
235481,Reiko Takizawa,F,Japan,JPN,1988,Summer,Seoul,Volleyball,Volleyball Women's Volleyball,No medal
235483,Nooa Takooa,M,Kiribati,KIR,2012,Summer,London,Athletics,Athletics Men's 100 metres,No medal
235484,Dieudonn Takou,M,Cameroon,CMR,1988,Summer,Seoul,Weightlifting,Weightlifting Men's Super-Heavyweight,No medal
235485,Samuel Tala,M,Finland,FIN,1924,Summer,Paris,Athletics,"Athletics Men's 3,000 metres, Team",Gold
235486,Shadi Talaat,M,Egypt,EGY,2008,Summer,Beijing,Fencing,"Fencing Men's Sabre, Individual",No medal
235487,Shadi Talaat,M,Egypt,EGY,2008,Summer,Beijing,Fencing,"Fencing Men's Sabre, Team",No medal
235488,Istvn Talabos,M,Hungary,HUN,1976,Summer,Montreal,Shooting,Shooting Mixed Skeet,No medal
235489,Istvn Talabos,M,Hungary,HUN,1980,Summer,Moskva,Shooting,Shooting Mixed Skeet,No medal
235490,Mohammad Talaei,M,Iran,IRI,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Bantamweight, Freestyle",No medal
235491,Mohammad Talaei,M,Iran,IRI,2000,Summer,Sydney,Wrestling,"Wrestling Men's Lightweight, Freestyle",No medal
235492,Silvija Talaja,F,Croatia,CRO,2000,Summer,Sydney,Tennis,Tennis Women's Singles,No medal
235493,Silvija Talaja,F,Croatia,CRO,2000,Summer,Sydney,Tennis,Tennis Women's Doubles,No medal
235494,Lasha Talakhadze,M,Georgia,GEO,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Super-Heavyweight,Gold
235495,Lyubov Talalayeva,F,Soviet Union,URS,1976,Summer,Montreal,Rowing,Rowing Women's Coxed Eights,Silver
235496,Deallado (talon-),M,Mexico,MEX,1928,Summer,Amsterdam,Boxing,Boxing Men's Featherweight,No medal
235498,Darya Talanova,F,Kyrgyzstan,KGZ,2012,Summer,London,Swimming,Swimming Women's 200 metres Breaststroke,No medal
235499,Darya Talanova,F,Kyrgyzstan,KGZ,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Breaststroke,No medal
235503,Peter Talanti,M,Zambia,ZAM,1980,Summer,Moskva,Boxing,Boxing Men's Welterweight,No medal
235504,Viorel Talapan,M,Romania,ROU,1992,Summer,Barcelona,Rowing,Rowing Men's Coxed Fours,Gold
235505,Viorel Talapan,M,Romania,ROU,1992,Summer,Barcelona,Rowing,Rowing Men's Coxed Eights,Silver
235506,Viorel Talapan,M,Romania,ROU,1996,Summer,Atlanta,Rowing,Rowing Men's Coxed Eights,No medal
235507,Viorel Talapan,M,Romania,ROU,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,No medal
235508,Asylbek Talasbayev,M,Kyrgyzstan,KGZ,2004,Summer,Athina,Boxing,Boxing Men's Featherweight,No medal
235509,Asylbek Talasbayev,M,Kyrgyzstan,KGZ,2008,Summer,Beijing,Boxing,Boxing Men's Lightweight,No medal
235510,Andrey Talashko,M,Belarus,BLR,2004,Summer,Athina,Athletics,Athletics Men's 20 kilometres Walk,No medal
235511,Hamada Talat,M,Egypt,EGY,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Air Rifle, 10 metres",No medal
235512,Hamada Talat,M,Egypt,EGY,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",No medal
235513,Alfredo Daz,M,Mexico,MEX,2016,Summer,Rio de Janeiro,Football,Football Men's Football,No medal
235514,Enrique Rubio,M,Spain,ESP,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,No medal
235515,Enrique Rubio,M,Spain,ESP,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,No medal
235516,Enrique Rubio,M,Spain,ESP,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,No medal
235517,Jos Jurez,M,Mexico,MEX,1972,Summer,Munich,Football,Football Men's Football,No medal
235518,Tracee (-kent),F,United States,USA,1984,Summer,Los Angeles,Gymnastics,Gymnastics Women's Individual All-Around,No medal
235519,Tracee (-kent),F,United States,USA,1984,Summer,Los Angeles,Gymnastics,Gymnastics Women's Team All-Around,Silver
235520,Tracee (-kent),F,United States,USA,1984,Summer,Los Angeles,Gymnastics,Gymnastics Women's Floor Exercise,No medal
235521,Tracee (-kent),F,United States,USA,1984,Summer,Los Angeles,Gymnastics,Gymnastics Women's Horse Vault,No medal
235522,Tracee (-kent),F,United States,USA,1984,Summer,Los Angeles,Gymnastics,Gymnastics Women's Uneven Bars,No medal
235523,Tracee (-kent),F,United States,USA,1984,Summer,Los Angeles,Gymnastics,Gymnastics Women's Balance Beam,No medal
235524,Alina Talay,F,Belarus,BLR,2012,Summer,London,Athletics,Athletics Women's 100 metres Hurdles,No medal
235525,Alina Talay,F,Belarus,BLR,2012,Summer,London,Athletics,Athletics Women's 4 x 100 metres Relay,No medal
235526,Alina Talay,F,Belarus,BLR,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres Hurdles,No medal
235528,Rachamin Talbi,M,Israel,ISR,1968,Summer,Mexico City,Football,Football Men's Football,No medal
235529,Daniel Talbot,M,Great Britain,GBR,2012,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,No medal
235530,Daniel Talbot,M,Great Britain,GBR,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 200 metres,No medal
235531,Dennis Talbot,M,Australia,AUS,1972,Summer,Munich,Boxing,Boxing Men's Light-Flyweight,No medal
235532,Grace (-randell),F,United States,USA,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
235533,Kathryn Talbot,F,Great Britain,GBR,1984,Summer,Los Angeles,Rowing,Rowing Women's Coxed Fours,No medal
235537,Scott Talbot-cameron,M,New Zealand,NZL,2000,Summer,Sydney,Swimming,Swimming Men's 100 metres Backstroke,No medal
235538,Scott Talbot-cameron,M,New Zealand,NZL,2000,Summer,Sydney,Swimming,Swimming Men's 200 metres Backstroke,No medal
235539,Scott Talbot-cameron,M,New Zealand,NZL,2004,Summer,Athina,Swimming,Swimming Men's 4 x 100 metres Medley Relay,No medal
235540,Stephanie Talbot,F,Australia,AUS,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,No medal
235541,John Talbot-ponsonby,M,Great Britain,GBR,1936,Summer,Berlin,Equestrianism,"Equestrianism Men's Jumping, Individual",No medal
235542,John Talbot-ponsonby,M,Great Britain,GBR,1936,Summer,Berlin,Equestrianism,"Equestrianism Men's Jumping, Team",No medal
235543,Leander Jr.,M,United States,USA,1908,Summer,London,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,No medal
235544,Leander Jr.,M,United States,USA,1908,Summer,London,Wrestling,"Wrestling Men's Heavyweight, Freestyle",No medal
235545,Leander Jr.,M,United States,USA,1908,Summer,London,Athletics,Athletics Men's Shot Put,No medal
235546,Leander Jr.,M,United States,USA,1908,Summer,London,Athletics,Athletics Men's Discus Throw,No medal
235547,Leander Jr.,M,United States,USA,1908,Summer,London,Athletics,Athletics Men's Hammer Throw,No medal
235548,M. Talbott,M,Moseley Wanderers,GBR,1900,Summer,Paris,Rugby,Rugby Men's Rugby,Silver
235549,Dudley Talcott,M,United States,USA,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",No medal
235550,Dudley Talcott,M,United States,USA,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
235552,Brahim Taleb,M,Morocco,MAR,2008,Summer,Beijing,Athletics,"Athletics Men's 3,000 metres Steeplechase",No medal
235553,Brahim Taleb,M,Morocco,MAR,2012,Summer,London,Athletics,"Athletics Men's 3,000 metres Steeplechase",No medal
235554,Abbas Talebi,M,Iran,IRI,1992,Summer,Barcelona,Weightlifting,Weightlifting Men's Middleweight,No medal
235555,Abutaleb Gorgori,M,Iran,IRI,1968,Summer,Mexico City,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Bronze
235556,Seyed Talebi,M,Iran,IRI,1964,Summer,Tokyo,Football,Football Men's Football,No medal
235557,Ahmad Talebian,M,Iran,IRI,2012,Summer,London,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",No medal
235561,Ivelina Taleva,F,Bulgaria,BUL,1996,Summer,Atlanta,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver
235562,Farid Al-talhaoui,M,Morocco,MAR,2004,Summer,Athina,Football,Football Men's Football,No medal
235563,Kamel Talhaoui,M,Algeria,ALG,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,No medal
235564,Sione Talia'uli,M,Tonga,TGA,1988,Summer,Seoul,Boxing,Boxing Men's Light-Heavyweight,No medal
235565,Dimitrios Taliadoros,M,Greece,GRE,1952,Summer,Helsinki,Basketball,Basketball Men's Basketball,No medal
235566,Ioannis Talianos,M,Greece,GRE,1924,Summer,Paris,Athletics,Athletics Men's 110 metres Hurdles,No medal
235567,Ioannis Talianos,M,Greece,GRE,1924,Summer,Paris,Athletics,Athletics Men's 400 metres Hurdles,No medal
235568,Ioannis Talianos,M,Greece,GRE,1924,Summer,Paris,Athletics,Athletics Men's 4 x 100 metres Relay,No medal
235569,Kitione Taliga,M,Fiji,FIJ,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Gold
235574,Talita Rocha,F,Brazil-1,BRA,2008,Summer,Beijing,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,No medal
235575,Talita Rocha,F,Brazil-2,BRA,2012,Summer,London,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,No medal
235576,Talita Rocha,F,Brazil-2,BRA,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,No medal
235577,Olavi Talja,M,Finland,FIN,1948,Summer,London,Athletics,Athletics Men's 400 metres,No medal
235578,Olavi Talja,M,Finland,FIN,1948,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,No medal
235579,Olavi Talja,M,Finland,FIN,1952,Summer,Helsinki,Athletics,Athletics Men's 800 metres,No medal
235580,Petrus Taljaard,M,South Africa,RSA,1948,Summer,London,Weightlifting,Weightlifting Men's Heavyweight,No medal
235581,Sao Taljat,M,Slovenia,SLO,2012,Summer,London,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",No medal
235582,Sao Taljat,M,Slovenia,SLO,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",No medal
235583,Hassan Tall,M,Liberia,LBR,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,No medal
235584,Modou Tall,M,Senegal,SEN,1980,Summer,Moskva,Basketball,Basketball Men's Basketball,No medal
235585,Bertil Tallberg,M,Lucky Girl-1,FIN,1912,Summer,Stockholm,Sailing,Sailing Mixed 8 metres,Bronze
235586,Georg Tallberg,M,Finland,FIN,1980,Summer,Moskva,Sailing,Sailing Mixed Two Person Dinghy,Bronze
235587,Gunnar Tallberg,M,Lucky Girl-1,FIN,1912,Summer,Stockholm,Sailing,Sailing Mixed 8 metres,Bronze
235588,Henrik Tallberg,M,Squid III,FIN,1964,Summer,Tokyo,Sailing,Sailing Mixed Two Person Keelboat,No medal
235589,Henrik Tallberg,M,Finland,FIN,1968,Summer,Mexico City,Sailing,Sailing Mixed Two Person Keelboat,No medal
235590,Johan Tallberg,M,Finland,FIN,1972,Summer,Munich,Sailing,Sailing Mixed Three Person Keelboat,No medal
235591,Mathias Tallberg,M,Finland,FIN,1980,Summer,Moskva,Sailing,Sailing Mixed Two Person Keelboat,No medal
235596,Peter Tallberg,M,Inga-Lill XXXXIII,FIN,1960,Summer,Roma,Sailing,Sailing Mixed 5.5 metres,No medal
235597,Peter Tallberg,M,Squid III,FIN,1964,Summer,Tokyo,Sailing,Sailing Mixed Two Person Keelboat,No medal
235598,Peter Tallberg,M,Finland,FIN,1968,Summer,Mexico City,Sailing,Sailing Mixed Two Person Keelboat,No medal
235599,Peter Tallberg,M,Finland,FIN,1972,Summer,Munich,Sailing,Sailing Mixed Three Person Keelboat,No medal
235600,Peter Tallberg,M,Finland,FIN,1980,Summer,Moskva,Sailing,Sailing Mixed Two Person Keelboat,No medal
235610,Jared Tallent,M,Australia,AUS,2008,Summer,Beijing,Athletics,Athletics Men's 20 kilometres Walk,Bronze
235611,Jared Tallent,M,Australia,AUS,2008,Summer,Beijing,Athletics,Athletics Men's 50 kilometres Walk,Silver
235612,Jared Tallent,M,Australia,AUS,2012,Summer,London,Athletics,Athletics Men's 20 kilometres Walk,No medal
235613,Jared Tallent,M,Australia,AUS,2012,Summer,London,Athletics,Athletics Men's 50 kilometres Walk,Silver
235614,Jared Tallent,M,Australia,AUS,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,Silver
235615,Rachel Tallent,F,Australia,AUS,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,No medal
235616,Raymond Talleux,M,France,FRA,1924,Summer,Paris,Rowing,Rowing Men's Coxed Pairs,No medal
235617,Raymond Talleux,M,France,FRA,1924,Summer,Paris,Rowing,Rowing Men's Coxed Fours,Silver
235618,Urho (-talke),M,Finland,FIN,1920,Summer,Antwerpen,Athletics,Athletics Men's Marathon,No medal
235619,Sren Tallhem,M,Sweden,SWE,1984,Summer,Los Angeles,Athletics,Athletics Men's Shot Put,No medal
235620,Sren Tallhem,M,Sweden,SWE,1992,Summer,Barcelona,Athletics,Athletics Men's Shot Put,No medal
235621,Christian Talli,M,France,FRA,1936,Summer,Berlin,Swimming,"Swimming Men's 1,500 metres Freestyle",No medal
235622,Christian Talli,M,France,FRA,1936,Summer,Berlin,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,No medal
235623,Tania Tallie,F,South Africa,RSA,2000,Summer,Sydney,Judo,Judo Women's Extra-Lightweight,No medal
235626,Lon Tallon,M,France,FRA,1928,Summer,Amsterdam,Swimming,Swimming Men's 200 metres Breaststroke,No medal
